Date,Open,High,Low,Close,Adj Close,Volume
"Jun 3, 2025",328.55,340.25,324.71,334.91,334.91,"3,248,100"
"Jun 2, 2025",315.13,323.50,313.14,322.95,322.95,"1,809,700"
"May 30, 2025",314.37,317.74,311.32,316.67,316.67,"3,652,700"
"May 29, 2025",321.32,322.94,316.05,317.09,317.09,"2,601,700"
"May 28, 2025",321.20,321.33,315.68,315.75,315.75,"1,940,900"
"May 27, 2025",315.00,322.00,312.77,321.20,321.20,"2,193,300"
"May 23, 2025",312.53,315.40,309.79,310.76,310.76,"1,989,900"
"May 22, 2025",320.50,321.83,317.23,320.46,320.46,"1,344,600"
"May 21, 2025",322.11,326.43,317.36,317.56,317.56,"1,323,300"
"May 20, 2025",323.20,330.49,322.51,327.17,327.17,"1,378,800"
"May 19, 2025",316.26,326.73,316.00,323.70,323.70,"1,701,500"
"May 16, 2025",320.00,325.44,317.33,321.44,321.44,"1,277,500"
"May 15, 2025",313.86,319.41,312.35,318.96,318.96,"1,175,900"
"May 14, 2025",310.78,319.07,309.81,315.84,315.84,"1,574,300"
"May 13, 2025",308.72,311.84,304.87,310.61,310.61,"1,643,700"
"May 12, 2025",297.98,309.82,297.98,304.20,304.20,"2,531,700"
"May 9, 2025",283.26,284.00,279.58,279.77,279.77,"1,680,000"
"May 8, 2025",279.80,286.26,277.38,282.43,282.43,"1,483,900"
"May 7, 2025",273.52,277.13,271.92,275.69,275.69,"1,120,800"
"May 6, 2025",274.20,275.05,269.57,270.80,270.80,"1,141,700"
"May 5, 2025",276.42,281.44,276.15,278.55,278.55,"1,329,900"
"May 2, 2025",273.93,279.44,272.81,277.36,277.36,"1,811,400"
"May 1, 2025",271.34,274.33,268.36,268.60,268.60,"1,227,800"
"Apr 30, 2025",265.71,271.27,259.33,270.77,270.77,"2,015,600"
"Apr 29, 2025",267.96,272.00,266.06,271.27,271.27,"1,533,800"
"Apr 28, 2025",268.34,270.71,265.85,268.52,268.52,"1,412,600"
"Apr 25, 2025",267.95,269.63,265.48,267.90,267.90,"1,423,000"
"Apr 24, 2025",267.82,272.00,261.26,270.64,270.64,"1,283,300"
"Apr 23, 2025",271.80,277.30,263.68,265.85,265.85,"1,808,500"
"Apr 22, 2025",257.12,267.10,257.12,261.71,261.71,"2,133,700"
"Apr 21, 2025",249.34,254.03,245.60,253.91,253.91,"1,559,500"
"Apr 17, 2025",249.35,252.23,248.00,251.08,251.08,"1,600,600"
"Apr 16, 2025",253.38,256.94,246.89,249.37,249.37,"1,772,800"
"Apr 15, 2025",260.09,263.60,252.98,255.64,255.64,"1,573,700"
"Apr 14, 2025",264.78,265.88,254.58,259.76,259.76,"1,796,000"
"Apr 11, 2025",256.43,263.85,249.07,261.03,261.03,"1,961,400"
"Apr 10, 2025",262.89,262.89,247.92,256.62,256.62,"3,712,500"
"Apr 9, 2025",244.01,287.21,242.45,273.84,273.84,"6,278,000"
"Apr 8, 2025",269.41,270.41,243.74,247.61,247.61,"3,367,900"
"Apr 7, 2025",255.72,273.65,246.44,265.00,265.00,"4,203,800"
"Apr 4, 2025",242.00,271.75,234.84,263.70,263.70,"8,370,800"
"Apr 3, 2025",243.98,256.88,243.05,255.65,255.65,"7,596,800"
"Apr 2, 2025",277.75,287.95,276.51,282.75,282.75,"2,315,200"
"Apr 1, 2025",282.23,283.64,277.45,279.63,279.63,"3,315,100"
"Mar 31, 2025",286.14,291.76,280.83,283.06,283.06,"4,414,700"
"Mar 28, 2025",301.05,304.00,287.50,293.06,293.06,"12,915,200"
"Mar 27, 2025",334.25,348.50,334.07,341.53,341.53,"4,470,400"
"Mar 26, 2025",336.76,340.77,332.42,337.79,337.79,"2,300,500"
"Mar 25, 2025",342.50,346.72,334.74,337.35,337.35,"2,040,400"
"Mar 24, 2025",324.81,336.36,324.81,334.96,334.96,"1,703,800"
"Mar 21, 2025",317.64,324.38,311.00,322.62,322.62,"1,986,100"
"Mar 20, 2025",327.05,333.01,323.30,324.45,324.45,"1,106,500"
"Mar 19, 2025",319.45,330.81,318.56,329.57,329.57,"1,097,900"
"Mar 18, 2025",325.89,326.00,319.22,323.07,323.07,"1,122,400"
"Mar 17, 2025",314.27,330.42,313.50,327.09,327.09,"1,768,300"
"Mar 14, 2025",313.40,316.98,308.66,311.03,311.03,"1,513,900"
"Mar 13, 2025",316.09,317.25,304.77,309.68,309.68,"1,812,000"
"Mar 12, 2025",322.99,324.80,315.67,316.49,316.49,"1,685,600"
"Mar 11, 2025",333.70,333.94,317.71,319.42,319.42,"2,033,100"
"Mar 10, 2025",337.57,342.61,330.72,333.77,333.77,"1,956,900"
"Mar 7, 2025",347.13,347.74,332.76,344.36,344.36,"1,717,400"
"Mar 6, 2025",348.68,363.88,345.00,347.94,347.94,"1,783,100"
"Mar 5, 2025",344.13,350.80,340.84,349.53,349.53,"1,355,100"
"Mar 4, 2025",342.62,349.56,330.30,345.29,345.29,"2,120,600"
"Mar 3, 2025",365.80,367.01,345.52,347.81,347.81,"1,696,800"
"Feb 28, 2025",358.68,366.54,358.00,365.61,365.61,"1,194,100"
"Feb 27, 2025",364.64,371.75,359.31,362.16,362.16,"1,438,300"
"Feb 26, 2025",366.33,372.66,363.08,366.03,366.03,"1,241,800"
"Feb 25, 2025",366.41,370.25,359.19,366.72,366.72,"1,365,200"
"Feb 24, 2025",364.00,372.41,360.00,368.22,368.22,"2,001,700"
"Feb 21, 2025",366.00,366.99,354.29,358.97,358.97,"1,400,600"
"Feb 20, 2025",367.21,369.53,359.10,365.82,365.82,"1,463,200"
"Feb 19, 2025",370.11,374.41,362.87,367.22,367.22,"1,423,400"
"Feb 18, 2025",365.68,372.94,354.05,372.44,372.44,"2,251,000"
"Feb 14, 2025",393.52,393.54,365.62,366.68,366.68,"3,310,300"
"Feb 13, 2025",400.01,400.01,390.03,390.85,390.85,"1,529,200"
"Feb 12, 2025",392.95,399.78,390.30,395.16,395.16,"1,169,300"
"Feb 11, 2025",398.17,403.21,397.13,397.63,397.63,"866,000"
"Feb 10, 2025",398.10,401.07,387.28,399.71,399.71,"1,341,600"
"Feb 7, 2025",414.14,414.14,396.74,398.10,398.10,"1,487,700"
"Feb 6, 2025",416.25,417.12,407.74,411.83,411.83,"1,236,300"
"Feb 5, 2025",415.98,417.00,411.07,412.80,412.80,"1,186,400"
"Feb 4, 2025",409.24,417.91,408.43,415.90,415.90,"1,088,100"
"Feb 3, 2025",404.50,413.14,399.48,410.29,410.29,"1,752,600"
"Jan 31, 2025",419.11,422.87,412.00,414.20,414.20,"1,297,400"
"Jan 30, 2025",415.00,423.32,413.51,421.16,421.16,"1,519,500"
"Jan 29, 2025",410.38,413.55,407.60,411.16,411.16,"976,600"
"Jan 28, 2025",404.39,416.00,403.24,409.42,409.42,"1,660,600"
"Jan 27, 2025",395.48,408.12,394.50,402.90,402.90,"2,337,900"
"Jan 24, 2025",390.12,400.79,385.73,400.03,400.03,"1,969,600"
"Jan 23, 2025",383.45,389.50,379.31,387.85,387.85,"1,445,200"
"Jan 22, 2025",371.99,383.38,370.00,382.82,382.82,"1,838,500"
"Jan 21, 2025",375.94,377.73,367.20,372.81,372.81,"2,115,500"
"Jan 17, 2025",378.27,378.53,373.04,373.70,373.70,"1,344,100"
"Jan 16, 2025",377.67,377.86,367.15,370.99,370.99,"1,805,300"
"Jan 15, 2025",391.54,393.35,374.40,376.66,376.66,"2,195,800"
"Jan 14, 2025",400.00,401.95,384.06,388.74,388.74,"2,531,400"
"Jan 13, 2025",401.92,404.75,389.48,398.86,398.86,"2,086,800"
"Jan 10, 2025",391.76,397.35,388.67,395.47,395.47,"1,321,800"
"Jan 8, 2025",390.00,393.22,386.18,392.92,392.92,"973,400"
"Jan 7, 2025",403.87,414.82,393.15,393.46,393.46,"1,845,200"
"Jan 6, 2025",381.42,396.59,381.42,395.31,395.31,"1,729,700"
"Jan 3, 2025",375.52,382.03,373.77,378.18,378.18,"1,032,500"
"Jan 2, 2025",381.50,385.28,371.48,372.31,372.31,"1,350,400"
"Dec 31, 2024",384.06,386.36,380.26,382.41,382.41,"1,027,600"
"Dec 30, 2024",380.03,389.19,377.54,384.05,384.05,"1,254,700"
"Dec 27, 2024",382.00,387.48,380.32,386.67,386.67,"1,075,500"
"Dec 26, 2024",384.86,389.86,384.01,385.82,385.82,"1,012,900"
"Dec 24, 2024",385.21,386.88,383.21,385.69,385.69,"496,400"
"Dec 23, 2024",379.90,388.40,376.79,383.49,383.49,"1,899,900"
"Dec 20, 2024",367.99,384.16,366.95,379.42,379.42,"3,166,900"
"Dec 19, 2024",375.00,377.50,368.66,373.54,373.54,"2,021,600"
"Dec 18, 2024",387.00,389.67,371.88,372.07,372.07,"2,096,900"
"Dec 17, 2024",386.11,391.49,382.00,390.59,390.59,"1,394,600"
"Dec 16, 2024",390.91,397.66,389.01,389.74,389.74,"1,494,400"
"Dec 13, 2024",387.01,392.60,385.00,391.63,391.63,"1,442,500"
"Dec 12, 2024",396.73,398.24,389.17,389.33,389.33,"1,572,400"
"Dec 11, 2024",399.47,405.16,398.08,399.75,399.75,"1,359,500"
"Dec 10, 2024",404.00,407.55,393.00,397.10,397.10,"2,263,300"
"Dec 9, 2024",398.68,420.21,396.45,404.79,404.79,"3,708,300"
"Dec 6, 2024",377.00,409.70,377.00,399.60,399.60,"10,952,000"
"Dec 5, 2024",345.48,351.38,340.69,344.81,344.81,"4,435,400"
"Dec 4, 2024",338.84,342.94,337.15,342.27,342.27,"2,036,400"
"Dec 3, 2024",333.56,341.42,329.74,340.66,340.66,"1,924,800"
"Dec 2, 2024",322.91,337.30,321.83,334.40,334.40,"2,330,100"
"Nov 29, 2024",321.93,324.16,318.47,320.66,320.66,"839,200"
"Nov 27, 2024",319.82,322.85,316.41,319.52,319.52,"1,126,300"
"Nov 26, 2024",325.40,326.22,318.24,318.84,318.84,"1,209,200"
"Nov 25, 2024",319.46,328.71,318.86,326.72,326.72,"2,150,300"
"Nov 22, 2024",315.14,327.67,315.14,317.11,317.11,"1,873,200"
"Nov 21, 2024",306.19,316.49,304.44,315.14,315.14,"1,521,600"
"Nov 20, 2024",298.74,309.17,298.67,308.31,308.31,"1,404,000"
"Nov 19, 2024",305.17,307.79,298.20,301.85,301.85,"2,090,300"
"Nov 18, 2024",322.00,322.43,307.89,309.53,309.53,"1,895,500"
"Nov 15, 2024",330.62,331.32,319.76,320.01,320.01,"1,264,700"
"Nov 14, 2024",328.68,334.58,324.53,330.26,330.26,"1,579,600"
"Nov 13, 2024",323.71,334.35,321.74,328.30,328.30,"2,001,000"
"Nov 12, 2024",317.00,322.25,314.12,320.90,320.90,"1,159,200"
"Nov 11, 2024",310.63,320.70,308.62,318.46,318.46,"2,064,000"
"Nov 8, 2024",315.02,316.00,308.44,308.53,308.53,"1,957,900"
"Nov 7, 2024",316.54,323.01,312.31,315.30,315.30,"1,567,200"
"Nov 6, 2024",320.00,321.69,310.30,313.14,313.14,"2,205,800"
"Nov 5, 2024",317.00,320.24,316.19,319.23,319.23,"1,401,600"
"Nov 4, 2024",320.25,322.43,316.71,318.13,318.13,"2,251,000"
"Nov 1, 2024",299.85,322.36,297.76,321.17,321.17,"3,874,700"
"Oct 31, 2024",302.70,303.71,294.20,297.90,297.90,"1,761,100"
"Oct 30, 2024",303.46,308.80,301.50,303.85,303.85,"1,528,900"
"Oct 29, 2024",307.49,307.49,303.85,304.82,304.82,"1,605,100"
"Oct 28, 2024",306.00,310.16,304.59,307.54,307.54,"1,619,100"
"Oct 25, 2024",302.81,313.09,302.51,304.15,304.15,"2,594,200"
"Oct 24, 2024",295.40,299.22,294.62,298.99,298.99,"1,165,700"
"Oct 23, 2024",297.14,297.53,290.71,293.14,293.14,"1,179,400"
"Oct 22, 2024",298.24,304.49,296.00,298.88,298.88,"2,031,000"
"Oct 21, 2024",291.43,299.16,291.31,297.74,297.74,"2,482,000"
"Oct 18, 2024",283.55,291.79,282.15,291.63,291.63,"1,693,200"
"Oct 17, 2024",294.41,295.64,283.62,283.71,283.71,"2,670,500"
"Oct 16, 2024",287.34,295.36,286.71,294.21,294.21,"2,344,000"
"Oct 15, 2024",286.42,292.45,285.27,287.48,287.48,"1,948,600"
"Oct 14, 2024",278.50,287.19,272.90,286.76,286.76,"2,125,700"
"Oct 11, 2024",272.90,279.05,272.00,278.25,278.25,"1,486,300"
"Oct 10, 2024",273.67,274.49,268.16,273.58,273.58,"1,564,900"
"Oct 9, 2024",277.84,278.57,272.10,274.12,274.12,"1,404,600"
"Oct 8, 2024",271.09,279.00,268.00,276.59,276.59,"1,952,400"
"Oct 7, 2024",270.65,273.57,264.20,272.48,272.48,"2,328,700"
"Oct 4, 2024",267.77,274.66,267.12,270.38,270.38,"2,175,200"
"Oct 3, 2024",258.48,262.82,256.50,262.56,262.56,"1,715,300"
"Oct 2, 2024",264.80,265.68,259.75,260.53,260.53,"1,712,000"
"Oct 1, 2024",267.67,269.61,261.75,266.45,266.45,"1,983,500"
"Sep 30, 2024",278.00,281.33,271.10,271.35,271.35,"1,977,400"
"Sep 27, 2024",273.22,283.66,272.01,280.01,280.01,"2,936,200"
"Sep 26, 2024",269.00,270.73,265.73,268.82,268.82,"2,187,900"
"Sep 25, 2024",263.00,264.03,257.61,259.74,259.74,"1,741,400"
"Sep 24, 2024",266.69,271.76,262.78,263.55,263.55,"2,224,000"
"Sep 23, 2024",263.00,264.11,259.53,259.80,259.80,"1,717,000"
"Sep 20, 2024",270.75,270.76,261.05,262.61,262.61,"2,866,900"
"Sep 19, 2024",275.98,281.18,269.44,270.76,270.76,"2,463,600"
"Sep 18, 2024",269.58,274.64,266.55,270.20,270.20,"2,109,400"
"Sep 17, 2024",266.90,270.44,264.64,268.41,268.41,"1,553,900"
"Sep 16, 2024",266.99,267.45,260.26,265.30,265.30,"1,368,900"
"Sep 13, 2024",261.01,268.78,260.91,266.76,266.76,"1,783,200"
"Sep 12, 2024",254.02,260.39,253.97,260.14,260.14,"1,819,200"
"Sep 11, 2024",248.05,255.69,243.37,255.20,255.20,"1,863,000"
"Sep 10, 2024",249.00,249.38,244.88,247.18,247.18,"1,440,500"
"Sep 9, 2024",253.89,258.18,247.10,248.59,248.59,"2,031,700"
"Sep 6, 2024",262.13,265.90,250.65,253.84,253.84,"2,589,500"
"Sep 5, 2024",255.84,257.77,252.50,253.70,253.70,"1,939,000"
"Sep 4, 2024",254.24,257.49,251.76,255.51,255.51,"2,415,300"
"Sep 3, 2024",258.26,261.77,251.75,258.08,258.08,"3,072,000"
"Aug 30, 2024",269.06,270.00,249.10,259.47,259.47,"7,373,300"
"Aug 29, 2024",261.86,263.35,258.28,259.01,259.01,"4,753,200"
"Aug 28, 2024",266.68,267.83,255.29,258.83,258.83,"2,882,000"
"Aug 27, 2024",270.79,272.33,268.25,271.18,271.18,"1,955,900"
"Aug 26, 2024",272.15,275.04,269.26,271.66,271.66,"2,507,200"
"Aug 23, 2024",265.11,268.95,264.64,268.55,268.55,"1,605,400"
"Aug 22, 2024",265.64,267.30,262.50,263.45,263.45,"1,613,400"
"Aug 21, 2024",265.88,270.55,263.59,265.63,265.63,"1,898,100"
"Aug 20, 2024",259.00,261.32,257.31,260.60,260.60,"1,411,000"
"Aug 19, 2024",259.60,263.00,258.42,259.12,259.12,"2,061,000"
"Aug 16, 2024",258.20,259.90,254.01,258.10,258.10,"2,090,200"
"Aug 15, 2024",250.82,258.34,250.13,256.55,256.55,"3,213,500"
"Aug 14, 2024",243.00,244.50,240.36,240.49,240.49,"1,157,700"
"Aug 13, 2024",241.34,245.73,238.91,241.95,241.95,"1,860,900"
"Aug 12, 2024",239.93,240.82,236.55,239.70,239.70,"1,412,000"
"Aug 9, 2024",240.75,240.87,237.28,238.72,238.72,"1,289,800"
"Aug 8, 2024",238.14,243.15,235.93,241.75,241.75,"1,762,400"
"Aug 7, 2024",239.96,244.65,232.96,233.44,233.44,"1,545,100"
"Aug 6, 2024",235.00,240.36,234.00,236.90,236.90,"1,848,400"
"Aug 5, 2024",228.08,236.35,226.01,233.40,233.40,"2,857,400"
"Aug 2, 2024",240.00,243.25,234.69,236.00,236.00,"3,097,900"
"Aug 1, 2024",258.67,260.12,246.12,249.05,249.05,"2,119,400"
"Jul 31, 2024",256.00,262.50,256.00,258.66,258.66,"2,048,800"
"Jul 30, 2024",258.30,259.39,253.70,256.00,256.00,"1,563,900"
"Jul 29, 2024",256.39,260.46,251.95,259.03,259.03,"2,308,500"
"Jul 26, 2024",250.00,257.26,246.99,253.50,253.50,"4,121,400"
"Jul 25, 2024",260.98,262.00,245.59,247.32,247.32,"9,370,500"
"Jul 24, 2024",280.57,281.00,268.78,272.06,272.06,"2,647,100"
"Jul 23, 2024",285.20,287.25,281.20,281.37,281.37,"1,494,100"
"Jul 22, 2024",281.80,286.43,280.85,285.00,285.00,"1,457,600"
"Jul 19, 2024",286.94,287.00,279.16,280.24,280.24,"1,623,700"
"Jul 18, 2024",293.69,295.35,284.69,285.13,285.13,"1,885,700"
"Jul 17, 2024",289.96,293.94,288.51,292.68,292.68,"1,576,400"
"Jul 16, 2024",284.66,291.87,282.04,291.76,291.76,"1,879,100"
"Jul 15, 2024",289.50,290.00,282.58,283.72,283.72,"2,195,100"
"Jul 12, 2024",292.81,296.38,287.78,291.06,291.06,"1,797,700"
"Jul 11, 2024",289.40,295.50,288.39,289.20,289.20,"1,799,900"
"Jul 10, 2024",288.79,290.21,283.49,288.08,288.08,"2,192,400"
"Jul 9, 2024",293.70,293.70,288.11,289.87,289.87,"2,012,800"
"Jul 8, 2024",300.42,301.91,293.51,294.03,294.03,"1,705,300"
"Jul 5, 2024",303.14,303.14,296.80,298.14,298.14,"1,255,000"
"Jul 3, 2024",301.67,302.59,299.02,300.32,300.32,"952,000"
"Jul 2, 2024",300.45,304.39,299.68,301.67,301.67,"1,434,800"
"Jul 1, 2024",300.73,302.58,295.49,302.36,302.36,"1,526,500"
"Jun 28, 2024",302.00,303.25,296.21,298.70,298.70,"3,496,800"
"Jun 27, 2024",304.16,308.44,303.19,308.30,308.30,"1,410,300"
"Jun 26, 2024",308.78,309.88,304.37,304.81,304.81,"1,265,500"
"Jun 25, 2024",312.34,317.21,307.69,309.07,309.07,"1,985,300"
"Jun 24, 2024",312.29,316.53,311.74,312.28,312.28,"2,155,600"
"Jun 21, 2024",311.27,313.45,309.10,311.82,311.82,"3,223,500"
"Jun 20, 2024",314.38,314.66,310.22,310.77,310.77,"1,626,100"
"Jun 18, 2024",312.12,315.50,311.52,313.23,313.23,"1,836,800"
"Jun 17, 2024",304.28,313.22,303.75,312.91,312.91,"1,948,900"
"Jun 14, 2024",305.12,308.00,303.16,306.01,306.01,"1,472,700"
"Jun 13, 2024",306.88,309.14,303.87,307.49,307.49,"2,078,400"
"Jun 12, 2024",321.89,321.95,307.88,309.81,309.81,"2,681,100"
"Jun 11, 2024",315.39,319.70,314.77,318.04,318.04,"1,760,700"
"Jun 10, 2024",314.66,322.03,314.01,318.26,318.26,"2,132,000"
"Jun 7, 2024",321.19,329.73,316.26,317.86,317.86,"4,031,400"
"Jun 6, 2024",337.01,337.76,314.65,323.03,323.03,"12,294,700"
"Jun 5, 2024",308.76,308.76,301.05,308.27,308.27,"6,609,400"
"Jun 4, 2024",303.90,309.28,301.34,306.78,306.78,"2,151,200"
"Jun 3, 2024",311.26,314.13,305.79,306.62,306.62,"2,098,500"
"May 31, 2024",307.91,313.33,306.70,311.99,311.99,"4,260,700"
"May 30, 2024",299.84,307.38,299.00,302.90,302.90,"2,635,000"
"May 29, 2024",294.00,301.45,293.36,298.54,298.54,"2,604,500"
"May 28, 2024",304.00,304.42,293.03,295.25,295.25,"2,845,600"
"May 24, 2024",301.53,306.92,299.74,303.01,303.01,"2,284,000"
"May 23, 2024",299.65,303.66,295.28,299.74,299.74,"3,824,400"
"May 22, 2024",306.91,307.92,295.74,299.63,299.63,"8,918,100"
"May 21, 2024",327.35,328.29,322.15,322.98,322.98,"2,225,100"
"May 20, 2024",334.21,334.21,323.66,327.07,327.07,"3,629,200"
"May 17, 2024",338.75,338.75,334.02,334.95,334.95,"2,588,600"
"May 16, 2024",347.68,347.68,337.54,338.28,338.28,"3,261,400"
"May 15, 2024",354.50,354.53,346.24,346.85,346.85,"1,527,700"
"May 14, 2024",349.04,353.39,349.04,352.35,352.35,"1,228,000"
"May 13, 2024",354.37,355.44,347.00,347.16,347.16,"1,482,300"
"May 10, 2024",352.90,353.38,347.39,352.96,352.96,"1,390,800"
"May 9, 2024",346.97,355.20,346.11,352.95,352.95,"1,774,800"
"May 8, 2024",347.21,349.02,345.07,345.61,345.61,"1,366,400"
"May 7, 2024",350.98,354.16,348.80,349.85,349.85,"1,207,800"
"May 6, 2024",357.00,357.90,349.17,350.24,350.24,"1,324,100"
"May 3, 2024",355.20,357.05,351.77,355.15,355.15,"1,257,700"
"May 2, 2024",356.34,357.29,348.51,350.80,350.80,"1,818,600"
"May 1, 2024",358.05,360.45,351.67,354.40,354.40,"1,336,000"
"Apr 30, 2024",362.59,362.59,358.62,360.60,360.60,"1,592,700"
"Apr 29, 2024",357.89,366.98,357.02,363.96,363.96,"1,361,200"
"Apr 26, 2024",359.43,367.59,359.39,364.70,364.70,"1,234,500"
"Apr 25, 2024",363.19,364.00,356.67,360.00,360.00,"1,538,400"
"Apr 24, 2024",368.36,368.36,361.22,364.59,364.59,"1,260,300"
"Apr 23, 2024",362.17,366.19,359.33,364.68,364.68,"1,589,900"
"Apr 22, 2024",354.68,364.63,354.68,361.79,361.79,"2,537,800"
"Apr 19, 2024",346.96,353.10,346.39,352.47,352.47,"2,470,400"
"Apr 18, 2024",346.50,352.10,344.31,347.51,347.51,"2,180,200"
"Apr 17, 2024",342.00,346.45,341.24,344.86,344.86,"2,147,800"
"Apr 16, 2024",334.03,341.11,330.61,338.98,338.98,"2,147,100"
"Apr 15, 2024",340.99,343.82,334.53,334.76,334.76,"2,326,900"
"Apr 12, 2024",345.47,346.90,336.04,336.13,336.13,"2,664,800"
"Apr 11, 2024",350.59,352.05,347.51,349.92,349.92,"1,948,300"
"Apr 10, 2024",352.80,355.18,349.53,350.25,350.25,"1,962,800"
"Apr 9, 2024",360.10,360.99,355.41,358.80,358.80,"1,963,600"
"Apr 8, 2024",358.61,361.72,355.87,360.46,360.46,"1,684,500"
"Apr 5, 2024",357.90,360.82,355.23,356.87,356.87,"1,809,800"
"Apr 4, 2024",373.00,373.34,356.75,357.56,357.56,"4,717,600"
"Apr 3, 2024",378.68,379.90,373.81,374.01,374.01,"1,550,800"
"Apr 2, 2024",380.00,381.64,376.14,378.06,378.06,"2,137,700"
"Apr 1, 2024",393.55,394.00,384.02,385.20,385.20,"1,827,500"
